VisitID,VisitActions,Date,Page,Query_string,User_Agent,Cookie,Referer,TimeStamp,Visitor_ID,Username,Order_ID,Visit_time,Time_per_page,page1,page2,page3,time_gap1,time_gap2,first_dir,Title,Name,Address,Country,Gender,Age,Buy_for,Favourites,Filmname,Style,Price,Product_ID
Visit_10000,11,2001-02-20,/sci_fi/scifi.htm,-,Browser_5,Cookie_56773,,67494129,VisitorID_5,,,6594,599.454545,,,,0,0,/sci_fi/,,,,,,,,,,,,
Visit_10000,11,2001-02-20,bargin.asp,-,Browser_5,Cookie_56773,,67494305,VisitorID_5,,,6594,599.454545,,,,0,0,,,,,,,,,,,,,
Visit_10000,11,2001-02-20,/horror/dracula.htm,-,Browser_5,Cookie_56773,,67494343,VisitorID_5,,,6594,599.454545,,,,0,0,/horror/,,,,,,,,,,,,
Visit_10000,11,2001-02-20,purchase.asp,-,Browser_5,Cookie_56773,,67495300,VisitorID_5,,,6594,599.454545,,,,0,0,,,,,,,,,,,,,
Visit_10000,11,2001-02-20,purchase.asp?,randomstuff6&order_no=Order_ID_89846931,Browser_5,Cookie_56773,,67495868,VisitorID_5,,Order_ID_89846931,6594,599.454545,,,,0,0,,,,,,,,,,Dracula,Horror,5.990000,1025
Visit_10000,11,2001-02-20,confirm.asp,-,Browser_5,Cookie_56773,,67495873,VisitorID_5,,,6594,599.454545,,,,0,0,,,,,,,,,,,,,
Visit_10001,2,2001-02-23,splash.htm,-,Browser_0,Cookie_17054,www.ask_boris.com,67785835,VisitorID_6,,,1627,813.500000,splash.htm,main.htm,,1627,0,,,,,,,,,,,,,
Visit_10001,2,2001-02-23,main.htm,-,Browser_0,Cookie_17054,,67787462,VisitorID_6,,,1627,813.500000,,,,0,0,,,,,,,,,,,,,
Visit_10002,6,2001-02-24,login.asp?,randomstuff&morerandomgobuldygook&username=user_3566177,Browser_1,Cookie_24199,,0,VisitorID_7,user_3566177,,3234,539.000000,,,,0,0,,MR,BORIS15866,29917282-Boris Road-Doris Town,USA,M,51-70,Friends,Horror,,,,
Visit_10002,6,2001-02-24,splash.htm,-,Browser_1,Cookie_24199,www.comedyhomedy.com,67869802,VisitorID_7,,,3234,539.000000,splash.htm,main.htm,login.asp,832,1377,,,,,,,,,,,,,
Visit_10002,6,2001-02-24,main.htm,-,Browser_1,Cookie_24199,,67870634,VisitorID_7,,,3234,539.000000,,,,0,0,,,,,,,,,,,,,
Visit_10002,6,2001-02-24,login.asp,-,Browser_1,Cookie_24199,,67872011,VisitorID_7,,,3234,539.000000,,,,0,0,,,,,,,,,,,,,
Visit_10002,6,2001-02-24,login.asp,-,Browser_1,Cookie_24199,,67872916,VisitorID_7,,,3234,539.000000,,,,0,0,,,,,,,,,,,,,
Visit_10002,6,2001-02-24,login.asp?,randomstuff&morerandomgobuldygook&username=user_3566177,Browser_1,Cookie_24199,,67873012,VisitorID_7,user_3566177,,3234,539.000000,,,,0,0,,,,,,,,,,,,,
Visit_10002,6,2001-02-24,personal.asp,-,Browser_1,Cookie_24199,,67873036,VisitorID_7,,,3234,539.000000,,,,0,0,,,,,,,,,,,,,
Visit_10003,2,2001-02-19,splash.htm,-,Browser_5,Cookie_110691,www.now_thats_what_i_call_a_search_engine7.com,67417620,VisitorID_8,,,612,306.000000,splash.htm,main.htm,,612,0,,,,,,,,,,,,,
Visit_10003,2,2001-02-19,main.htm,-,Browser_5,Cookie_110691,,67418232,VisitorID_8,,,612,306.000000,,,,0,0,,,,,,,,,,,,,
Visit_10004,1,2001-02-21,login.asp,-,Browser_5,Cookie_110691,www.online_information_for_everyone.co.uk,67624832,VisitorID_8,,,,,login.asp,,,0,0,,,,,,,,,,,,,
Visit_10005,3,2001-02-23,splash.htm,-,Browser_4,Cookie_108334,www.now_thats_what_i_call_a_search_engine7.com,67791674,VisitorID_9,,,1576,525.333333,splash.htm,main.htm,login.asp,1203,373,,,,,,,,,,,,,
Visit_10005,3,2001-02-23,main.htm,-,Browser_4,Cookie_108334,,67792877,VisitorID_9,,,1576,525.333333,,,,0,0,,,,,,,,,,,,,
Visit_10005,3,2001-02-23,login.asp,-,Browser_4,Cookie_108334,,67793250,VisitorID_9,,,1576,525.333333,,,,0,0,,,,,,,,,,,,,
Visit_10006,5,2001-02-24,login.asp?,randomstuff&morerandomgobuldygook&username=user_1628566,Browser_4,Cookie_108334,-,0,VisitorID_9,user_1628566,,4160,832.000000,login.asp?,personal.asp,main.htm,90,1364,,MRS,DORIS81166,43505853-Boris Road-Doris Town,UK,F,51-70,Myself,Drama,,,,
Visit_10006,5,2001-02-24,login.asp?,randomstuff&morerandomgobuldygook&username=user_1628566,Browser_4,Cookie_108334,-,67900161,VisitorID_9,user_1628566,,4160,832.000000,login.asp?,personal.asp,main.htm,90,1364,,,,,,,,,,,,,
Visit_10006,5,2001-02-24,personal.asp,-,Browser_4,Cookie_108334,,67900251,VisitorID_9,,,4160,832.000000,,,,0,0,,,,,,,,,,,,,
Visit_10006,5,2001-02-24,main.htm,-,Browser_4,Cookie_108334,,67901615,VisitorID_9,,,4160,832.000000,,,,0,0,,,,,,,,,,,,,
Visit_10006,5,2001-02-24,/western/western.htm,-,Browser_4,Cookie_108334,,67902956,VisitorID_9,,,4160,832.000000,,,,0,0,/western/,,,,,,,,,,,,
Visit_10006,5,2001-02-24,/western/clutchbassidyandthecundancekid.htm,-,Browser_4,Cookie_108334,,67904321,VisitorID_9,,,4160,832.000000,,,,0,0,/western/,,,,,,,,,,,,
Visit_10007,7,2001-02-19,splash.htm,-,Browser_0,Cookie_1355,www.now_thats_what_i_call_a_search_engine7.com,67465290,VisitorID_10,,,3904,557.714286,splash.htm,main.htm,/humour/comedy.htm,556,655,,,,,,,,,,,,,
Visit_10007,7,2001-02-19,main.htm,-,Browser_0,Cookie_1355,,67465846,VisitorID_10,,,3904,557.714286,,,,0,0,,,,,,,,,,,,,
Visit_10007,7,2001-02-19,/humour/comedy.htm,-,Browser_0,Cookie_1355,,67466501,VisitorID_10,,,3904,557.714286,,,,0,0,/humour/,,,,,,,,,,,,
Visit_10007,7,2001-02-19,/humour/mrbob.htm,-,Browser_0,Cookie_1355,,67466956,VisitorID_10,,,3904,557.714286,,,,0,0,/humour/,,,,,,,,,,,,
Visit_10007,7,2001-02-19,purchase.asp,-,Browser_0,Cookie_1355,,67468513,VisitorID_10,,,3904,557.714286,,,,0,0,,,,,,,,,,,,,
Visit_10007,7,2001-02-19,purchase.asp?,randomstuff713&order_no=Order_ID_39423632,Browser_0,Cookie_1355,,67469118,VisitorID_10,,Order_ID_39423632,3904,557.714286,,,,0,0,,,,,,,,,,Mr Bob,Comedy,5.990000,1018
Visit_10007,7,2001-02-19,confirm.asp,-,Browser_0,Cookie_1355,,67469194,VisitorID_10,,,3904,557.714286,,,,0,0,,,,,,,,,,,,,
Visit_10008,4,2001-02-24,splash.htm,-,Browser_1,Cookie_148919,search.whatever.com,67865083,VisitorID_11,,,2430,607.500000,splash.htm,main.htm,login.asp,617,457,,,,,,,,,,,,,
Visit_10008,4,2001-02-24,main.htm,-,Browser_1,Cookie_148919,,67865700,VisitorID_11,,,2430,607.500000,,,,0,0,,,,,,,,,,,,,
Visit_10008,4,2001-02-24,login.asp,-,Browser_1,Cookie_148919,,67866157,VisitorID_11,,,2430,607.500000,,,,0,0,,,,,,,,,,,,,
Visit_10008,4,2001-02-24,error.asp,-,Browser_1,Cookie_148919,,67867513,VisitorID_11,,,2430,607.500000,,,,0,0,,,,,,,,,,,,,
Visit_10009,3,2001-02-19,splash.htm,-,Browser_5,Cookie_158137,www.randomreferer2.com,67456512,VisitorID_12,,,586,195.333333,splash.htm,main.htm,login.asp,582,4,,,,,,,,,,,,,
Visit_10009,3,2001-02-19,main.htm,-,Browser_5,Cookie_158137,,67457094,VisitorID_12,,,586,195.333333,,,,0,0,,,,,,,,,,,,,
Visit_10009,3,2001-02-19,login.asp,-,Browser_5,Cookie_158137,,67457098,VisitorID_12,,,586,195.333333,,,,0,0,,,,,,,,,,,,,
Visit_1001,6,2001-02-24,login.asp?,randomstuff&morerandomgobuldygook&username=user_256047,Browser_5,Cookie_372,,0,VisitorID_13,user_256047,,4768,794.666667,,,,0,0,,MR,BORIS1722,50288440-Boris Road-Doris Town,USA,M,51-70,Friends,Horror,,,,
Visit_1001,6,2001-02-24,splash.htm,-,Browser_5,Cookie_372,www.online_information_for_everyone.co.uk,67881338,VisitorID_13,,,4768,794.666667,splash.htm,main.htm,login.asp,1567,542,,,,,,,,,,,,,
Visit_1001,6,2001-02-24,main.htm,-,Browser_5,Cookie_372,,67882905,VisitorID_13,,,4768,794.666667,,,,0,0,,,,,,,,,,,,,
Visit_1001,6,2001-02-24,login.asp,-,Browser_5,Cookie_372,,67883447,VisitorID_13,,,4768,794.666667,,,,0,0,,,,,,,,,,,,,
Visit_1001,6,2001-02-24,login.asp,-,Browser_5,Cookie_372,,67884385,VisitorID_13,,,4768,794.666667,,,,0,0,,,,,,,,,,,,,
Visit_1001,6,2001-02-24,login.asp?,randomstuff&morerandomgobuldygook&username=user_256047,Browser_5,Cookie_372,,67886059,VisitorID_13,user_256047,,4768,794.666667,,,,0,0,,,,,,,,,,,,,
Visit_1001,6,2001-02-24,personal.asp,-,Browser_5,Cookie_372,,67886106,VisitorID_13,,,4768,794.666667,,,,0,0,,,,,,,,,,,,,
Visit_10010,1,2001-02-24,splash.htm,-,Browser_1,-,www.ask_boris.com,67910245,,,,,,splash.htm,,,0,0,,,,,,,,,,,,,
Visit_10011,1,2001-02-22,splash.htm,-,Browser_4,Cookie_17839,www.now_thats_what_i_call_a_search_engine7.com,67696039,VisitorID_14,,,,,splash.htm,,,0,0,,,,,,,,,,,,,
Visit_10012,8,2001-02-18,login.asp?,randomstuff&morerandomgobuldygook&username=user_710516,Browser_1,Cookie_105518,,0,VisitorID_15,user_710516,,5786,723.250000,,,,0,0,,MRS,DORIS103531,81510203-Boris Road-Doris Town,USA,F,51-70,Friends,Horror,,,,
Visit_10012,8,2001-02-18,splash.htm,-,Browser_1,Cookie_105518,www.sistersite15.com,67350797,VisitorID_15,,,5786,723.250000,splash.htm,main.htm,login.asp,94,623,,,,,,,,,,,,,
Visit_10012,8,2001-02-18,main.htm,-,Browser_1,Cookie_105518,,67350891,VisitorID_15,,,5786,723.250000,,,,0,0,,,,,,,,,,,,,
Visit_10012,8,2001-02-18,login.asp,-,Browser_1,Cookie_105518,,67351514,VisitorID_15,,,5786,723.250000,,,,0,0,,,,,,,,,,,,,
Visit_10012,8,2001-02-18,login.asp?,randomstuff&morerandomgobuldygook&username=user_710516,Browser_1,Cookie_105518,,67352377,VisitorID_15,user_710516,,5786,723.250000,,,,0,0,,,,,,,,,,,,,
Visit_10012,8,2001-02-18,personal.asp,-,Browser_1,Cookie_105518,,67352437,VisitorID_15,,,5786,723.250000,,,,0,0,,,,,,,,,,,,,
Visit_10012,8,2001-02-18,main.htm,-,Browser_1,Cookie_105518,,67353803,VisitorID_15,,,5786,723.250000,,,,0,0,,,,,,,,,,,,,
Visit_10012,8,2001-02-18,/sci_fi/scifi.htm,-,Browser_1,Cookie_105518,,67355417,VisitorID_15,,,5786,723.250000,,,,0,0,/sci_fi/,,,,,,,,,,,,
Visit_10012,8,2001-02-18,/sci_fi/godzilla.htm,-,Browser_1,Cookie_105518,,67356583,VisitorID_15,,,5786,723.250000,,,,0,0,/sci_fi/,,,,,,,,,,,,
Visit_10013,8,2001-02-18,purchase.asp,-,Browser_1,Cookie_105518,www.the_end_of_the_internet.org,67364076,VisitorID_15,,,7048,881.000000,purchase.asp,/sci_fi/godzilla.htm,purchase.asp,1294,565,,,,,,,,,,,,,
Visit_10013,8,2001-02-18,/sci_fi/godzilla.htm,-,Browser_1,Cookie_105518,,67365370,VisitorID_15,,,7048,881.000000,,,,0,0,/sci_fi/,,,,,,,,,,,,
Visit_10013,8,2001-02-18,purchase.asp,-,Browser_1,Cookie_105518,,67365935,VisitorID_15,,,7048,881.000000,,,,0,0,,,,,,,,,,,,,
Visit_10013,8,2001-02-18,/sci_fi/godzilla.htm,-,Browser_1,Cookie_105518,,67367284,VisitorID_15,,,7048,881.000000,,,,0,0,/sci_fi/,,,,,,,,,,,,
Visit_10013,8,2001-02-18,main.htm,-,Browser_1,Cookie_105518,,67368298,VisitorID_15,,,7048,881.000000,,,,0,0,,,,,,,,,,,,,
Visit_10013,8,2001-02-18,/sci_fi/scifi.htm,-,Browser_1,Cookie_105518,,67369522,VisitorID_15,,,7048,881.000000,,,,0,0,/sci_fi/,,,,,,,,,,,,
Visit_10013,8,2001-02-18,/adventure/battyman.htm,-,Browser_1,Cookie_105518,,67370514,VisitorID_15,,,7048,881.000000,,,,0,0,/adventure/,,,,,,,,,,,,
Visit_10013,8,2001-02-18,main.htm,-,Browser_1,Cookie_105518,,67371124,VisitorID_15,,,7048,881.000000,,,,0,0,,,,,,,,,,,,,
Visit_10014,3,2001-02-19,login.asp?,randomstuff&morerandomgobuldygook&username=user_1837730,Browser_5,Cookie_105114,,0,VisitorID_16,user_1837730,,529,176.333333,,,,0,0,,MR,BORIS62586,79734790-Boris Road-Doris Town,USA,M,21-30,Myself,Adventure,,,,
Visit_10014,3,2001-02-19,login.asp,-,Browser_5,Cookie_105114,www.online_information_for_everyone.co.uk,67429235,VisitorID_16,,,529,176.333333,login.asp,login.asp?,personal.asp,430,99,,,,,,,,,,,,,
Visit_10014,3,2001-02-19,login.asp?,randomstuff&morerandomgobuldygook&username=user_1837730,Browser_5,Cookie_105114,,67429665,VisitorID_16,user_1837730,,529,176.333333,,,,0,0,,,,,,,,,,,,,
Visit_10014,3,2001-02-19,personal.asp,-,Browser_5,Cookie_105114,,67429764,VisitorID_16,,,529,176.333333,,,,0,0,,,,,,,,,,,,,
Visit_10015,10,2001-02-24,login.asp?,randomstuff&morerandomgobuldygook&username=user_786162,Browser_5,Cookie_52789,,0,VisitorID_17,user_786162,,7072,707.200000,,,,0,0,,MR,BORIS7140,65561927-Boris Road-Doris Town,USA,M,21-30,Myself,Adventure,,,,
Visit_10015,10,2001-02-24,splash.htm,-,Browser_5,Cookie_52789,-,67901999,VisitorID_17,,,7072,707.200000,splash.htm,main.htm,login.asp,840,210,,,,,,,,,,,,,
Visit_10015,10,2001-02-24,main.htm,-,Browser_5,Cookie_52789,,67902839,VisitorID_17,,,7072,707.200000,,,,0,0,,,,,,,,,,,,,
Visit_10015,10,2001-02-24,login.asp,-,Browser_5,Cookie_52789,,67903049,VisitorID_17,,,7072,707.200000,,,,0,0,,,,,,,,,,,,,
Visit_10015,10,2001-02-24,login.asp,-,Browser_5,Cookie_52789,,67903511,VisitorID_17,,,7072,707.200000,,,,0,0,,,,,,,,,,,,,
Visit_10015,10,2001-02-24,login.asp?,randomstuff&morerandomgobuldygook&username=user_786162,Browser_5,Cookie_52789,,67904068,VisitorID_17,user_786162,,7072,707.200000,,,,0,0,,,,,,,,,,,,,
Visit_10015,10,2001-02-24,personal.asp,-,Browser_5,Cookie_52789,,67904126,VisitorID_17,,,7072,707.200000,,,,0,0,,,,,,,,,,,,,
Visit_10015,10,2001-02-24,main.htm,-,Browser_5,Cookie_52789,,67904683,VisitorID_17,,,7072,707.200000,,,,0,0,,,,,,,,,,,,,
Visit_10015,10,2001-02-24,/adventure/adventure.htm,-,Browser_5,Cookie_52789,,67906134,VisitorID_17,,,7072,707.200000,,,,0,0,/adventure/,,,,,,,,,,,,
Visit_10015,10,2001-02-24,/drama/thefourthman.htm,-,Browser_5,Cookie_52789,,67907316,VisitorID_17,,,7072,707.200000,,,,0,0,/drama/,,,,,,,,,,,,
Visit_10015,10,2001-02-24,purchase.asp,-,Browser_5,Cookie_52789,,67909071,VisitorID_17,,,7072,707.200000,,,,0,0,,,,,,,,,,,,,
Visit_10016,7,2001-02-24,login.asp?,randomstuff&morerandomgobuldygook&username=user_1028089,Browser_2,Cookie_30637,,0,VisitorID_18,user_1028089,,3920,560.000000,,,,0,0,,MRS,DORIS73147,77074198-Boris Road-Doris Town,UK,F,31-40,Family,Children,,,,
Visit_10016,7,2001-02-24,splash.htm,-,Browser_2,Cookie_30637,www.sistersite15.com,67889893,VisitorID_18,,,3920,560.000000,splash.htm,main.htm,login.asp,322,1332,,,,,,,,,,,,,
Visit_10016,7,2001-02-24,main.htm,-,Browser_2,Cookie_30637,,67890215,VisitorID_18,,,3920,560.000000,,,,0,0,,,,,,,,,,,,,
Visit_10016,7,2001-02-24,login.asp,-,Browser_2,Cookie_30637,,67891547,VisitorID_18,,,3920,560.000000,,,,0,0,,,,,,,,,,,,,
Visit_10016,7,2001-02-24,login.asp,-,Browser_2,Cookie_30637,,67892945,VisitorID_18,,,3920,560.000000,,,,0,0,,,,,,,,,,,,,
Visit_10016,7,2001-02-24,login.asp?,randomstuff&morerandomgobuldygook&username=user_1028089,Browser_2,Cookie_30637,,67893211,VisitorID_18,user_1028089,,3920,560.000000,,,,0,0,,,,,,,,,,,,,
Visit_10016,7,2001-02-24,personal.asp,-,Browser_2,Cookie_30637,,67893215,VisitorID_18,,,3920,560.000000,,,,0,0,,,,,,,,,,,,,
Visit_10016,7,2001-02-24,main.htm,-,Browser_2,Cookie_30637,,67893813,VisitorID_18,,,3920,560.000000,,,,0,0,,,,,,,,,,,,,
Visit_10017,1,2001-02-22,splash.htm,-,Browser_1,Cookie_32202,www.online_information_for_everyone.co.uk,67672122,VisitorID_19,,,,,splash.htm,,,0,0,,,,,,,,,,,,,
Visit_10018,7,2001-02-22,splash.htm,-,Browser_0,Cookie_167180,www.youngpersons.com,67688068,VisitorID_20,,,4197,599.571429,splash.htm,main.htm,/musical/musical.htm,1067,1779,,,,,,,,,,,,,
Visit_10018,7,2001-02-22,main.htm,-,Browser_0,Cookie_167180,,67689135,VisitorID_20,,,4197,599.571429,,,,0,0,,,,,,,,,,,,,
Visit_10018,7,2001-02-22,/musical/musical.htm,-,Browser_0,Cookie_167180,,67690914,VisitorID_20,,,4197,599.571429,,,,0,0,/musical/,,,,,,,,,,,,
Visit_10018,7,2001-02-22,genresearch.asp,-,Browser_0,Cookie_167180,,67691651,VisitorID_20,,,4197,599.571429,,,,0,0,,,,,,,,,,,,,
Visit_10018,7,2001-02-22,genresearch.asp?,term0=Child&term1=Children&term2=Child,Browser_0,Cookie_167180,,67691675,VisitorID_20,,,4197,599.571429,,,,0,0,,,,,,,,,,,,,
Visit_10018,7,2001-02-22,/children/children.htm,-,Browser_0,Cookie_167180,,67691675,VisitorID_20,,,4197,599.571429,,,,0,0,/children/,,,,,,,,,,,,
Visit_10018,7,2001-02-22,/children/children.htm,-,Browser_0,Cookie_167180,,67692265,VisitorID_20,,,4197,599.571429,,,,0,0,/children/,,,,,,,,,,,,
Visit_10019,1,2001-02-21,splash.htm,-,Browser_4,Cookie_150559,www.the_end_of_the_internet.org,67648150,VisitorID_21,,,,,splash.htm,,,0,0,,,,,,,,,,,,,
Visit_1002,1,2001-02-20,splash.htm,-,Browser_1,Cookie_140451,www.the_end_of_the_internet.org,67523528,VisitorID_22,,,,,splash.htm,,,0,0,,,,,,,,,,,,,
Visit_10020,3,2001-02-22,splash.htm,-,Browser_3,Cookie_18933,www.now_thats_what_i_call_a_search_engine7.com,67724386,VisitorID_23,,,2462,820.666667,splash.htm,main.htm,login.asp,1694,768,,,,,,,,,,,,,
Visit_10020,3,2001-02-22,main.htm,-,Browser_3,Cookie_18933,,67726080,VisitorID_23,,,2462,820.666667,,,,0,0,,,,,,,,,,,,,
Visit_10020,3,2001-02-22,login.asp,-,Browser_3,Cookie_18933,,67726848,VisitorID_23,,,2462,820.666667,,,,0,0,,,,,,,,,,,,,
Visit_10021,7,2001-02-20,login.asp?,randomstuff&morerandomgobuldygook&username=user_3876341,Browser_5,Cookie_12655,,0,VisitorID_24,user_3876341,,3762,537.428571,,,,0,0,,MRS,DORIS78309,78379093-Boris Road-Doris Town,USA,F,21-30,Myself,Adventure,,,,
Visit_10021,7,2001-02-20,splash.htm,-,Browser_5,Cookie_12655,www.sistersite15.com,67481808,VisitorID_24,,,3762,537.428571,splash.htm,main.htm,login.asp,1650,358,,,,,,,,,,,,,
Visit_10021,7,2001-02-20,main.htm,-,Browser_5,Cookie_12655,,67483458,VisitorID_24,,,3762,537.428571,,,,0,0,,,,,,,,,,,,,
Visit_10021,7,2001-02-20,login.asp,-,Browser_5,Cookie_12655,,67483816,VisitorID_24,,,3762,537.428571,,,,0,0,,,,,,,,,,,,,
Visit_10021,7,2001-02-20,login.asp,-,Browser_5,Cookie_12655,,67484020,VisitorID_24,,,3762,537.428571,,,,0,0,,,,,,,,,,,,,
Visit_10021,7,2001-02-20,login.asp?,randomstuff&morerandomgobuldygook&username=user_3876341,Browser_5,Cookie_12655,,67485317,VisitorID_24,user_3876341,,3762,537.428571,,,,0,0,,,,,,,,,,,,,
Visit_10021,7,2001-02-20,personal.asp,-,Browser_5,Cookie_12655,,67485357,VisitorID_24,,,3762,537.428571,,,,0,0,,,,,,,,,,,,,
Visit_10021,7,2001-02-20,main.htm,-,Browser_5,Cookie_12655,,67485570,VisitorID_24,,,3762,537.428571,,,,0,0,,,,,,,,,,,,,
Visit_10022,2,2001-02-23,splash.htm,-,Browser_3,Cookie_77270,www.now_thats_what_i_call_a_search_engine7.com,67804351,VisitorID_25,,,1571,785.500000,splash.htm,main.htm,,1571,0,,,,,,,,,,,,,
Visit_10022,2,2001-02-23,main.htm,-,Browser_3,Cookie_77270,,67805922,VisitorID_25,,,1571,785.500000,,,,0,0,,,,,,,,,,,,,
Visit_10023,1,2001-02-18,splash.htm,-,Browser_1,-,www.online_information_for_everyone.co.uk,67371668,,,,,,splash.htm,,,0,0,,,,,,,,,,,,,
